datetime,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)","UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, RAJADA MAXIMA (m/s)"
2021-11-15 17:00:00,0.0,3142.9,24.8,62.0,5.1
2021-11-15 18:00:00,0.0,2952.8,24.2,66.0,5.2
2021-11-15 19:00:00,0.0,2496.8,23.9,78.0,5.4
2021-11-16 12:00:00,0.0,2238.8,23.1,100.0,3.5
2021-11-16 13:00:00,0.0,2952.3,23.8,100.0,4.3
2021-11-16 14:00:00,0.0,3482.3,24.2,100.0,4.6
2021-11-16 15:00:00,0.0,3813.9,24.3,87.0,5.8
2021-11-16 16:00:00,0.0,3705.3,25.1,80.0,6.7
2021-11-16 17:00:00,0.0,3509.4,24.0,83.0,4.9
2021-11-16 18:00:00,0.0,2764.4,24.1,77.0,4.8
2021-11-16 19:00:00,0.0,2452.4,24.6,77.0,4.6
2021-11-17 12:00:00,0.0,2232.5,24.3,100.0,3.7
2021-11-17 13:00:00,0.0,2925.4,24.6,100.0,5.3
2021-11-17 14:00:00,0.0,3400.0,24.7,100.0,5.5
2021-11-17 15:00:00,0.0,3675.7,25.0,99.0,5.2
2021-11-17 16:00:00,0.0,3747.0,25.0,91.0,5.7
2021-11-17 17:00:00,0.0,3446.8,26.5,86.0,5.5
2021-11-17 18:00:00,0.0,2890.5,24.6,95.0,5.6
2021-11-17 19:00:00,0.0,2290.9,24.7,85.0,5.5
2021-11-20 13:00:00,0.0,1355.7,22.3,100.0,5.0
2021-11-21 12:00:00,0.0,931.2,21.6,100.0,2.7
2021-11-21 13:00:00,0.0,1791.9,22.1,100.0,3.8
2021-11-21 14:00:00,0.0,1946.1,22.1,94.0,4.7
2021-11-21 15:00:00,0.0,2048.2,22.6,89.0,4.4
2021-11-21 16:00:00,0.0,3374.6,22.7,80.0,5.0
2021-11-21 17:00:00,0.0,2270.2,22.9,75.0,5.2
2021-11-21 18:00:00,0.0,2581.3,22.9,69.0,5.7
2021-11-22 12:00:00,0.0,2181.7,22.9,96.0,3.8
2021-11-22 13:00:00,0.0,3084.0,23.0,84.0,4.6
2021-11-22 14:00:00,0.0,3028.7,22.9,84.0,6.0
2021-11-22 15:00:00,0.0,2240.5,23.3,83.0,6.3
2021-11-22 16:00:00,0.0,2392.4,23.5,82.0,6.3
2021-11-22 17:00:00,0.0,2361.7,23.6,78.0,5.2
2021-11-22 18:00:00,0.0,1961.8,23.5,80.0,5.3
2021-11-22 19:00:00,0.0,1463.6,23.1,79.0,5.7
2021-11-23 13:00:00,0.0,3072.6,25.2,68.0,3.9
2021-11-23 14:00:00,0.0,3597.5,25.0,83.0,6.5
2021-11-23 15:00:00,0.0,3877.3,27.1,69.0,6.5
2021-11-23 16:00:00,0.0,3892.5,27.7,59.0,6.1
2021-11-23 17:00:00,0.0,3625.0,27.4,59.0,5.8
2021-11-23 18:00:00,0.0,3157.3,26.7,64.0,5.5
2021-11-23 19:00:00,0.0,2507.1,27.8,61.0,5.5
2021-11-25 12:00:00,0.0,1113.9,24.0,100.0,2.4
2021-11-25 13:00:00,0.0,2752.5,24.7,100.0,4.4
2021-11-25 14:00:00,0.0,3521.7,25.6,100.0,5.0
2021-11-25 17:00:00,0.0,1366.8,25.4,100.0,3.3
2021-11-25 18:00:00,0.0,1944.0,25.7,100.0,3.5
2021-11-26 13:00:00,0.0,823.7,27.7,80.0,8.4
2021-11-27 13:00:00,0.0,2664.5,27.7,68.0,4.5
2021-11-27 14:00:00,0.0,2797.6,28.5,64.0,5.1
2021-11-27 15:00:00,0.0,2988.5,28.7,58.0,4.6
2021-11-27 17:00:00,0.0,2295.7,27.3,64.0,6.9
2021-11-27 18:00:00,0.0,2768.7,28.4,62.0,6.4
2021-11-28 13:00:00,0.0,1799.6,26.2,100.0,3.3
2021-11-28 14:00:00,0.0,2113.0,27.4,100.0,4.7
2021-11-28 15:00:00,0.0,3385.2,26.8,100.0,7.1
2021-11-28 16:00:00,0.0,3211.3,26.9,100.0,6.1
2021-11-28 17:00:00,0.0,3631.9,27.0,100.0,6.1
2021-11-28 18:00:00,0.0,2747.5,26.2,100.0,7.2
2021-11-28 19:00:00,0.0,2078.2,26.5,95.0,5.7
2021-11-29 12:00:00,0.0,2226.6,27.5,100.0,2.9
2021-11-29 13:00:00,0.0,2133.5,27.4,100.0,5.1
2021-12-01 12:00:00,0.0,1309.4,25.3,100.0,4.1
2021-12-02 12:00:00,0.0,1070.9,24.5,100.0,4.6
2021-12-02 13:00:00,0.2,2926.2,25.4,100.0,5.3
2021-12-03 13:00:00,0.2,871.0,22.6,100.0,6.3
2021-12-04 13:00:00,0.0,3068.0,25.4,92.0,5.0
2021-12-04 14:00:00,0.0,1894.1,24.7,92.0,5.8
2021-12-04 15:00:00,0.0,1901.3,25.2,98.0,5.3
2021-12-04 18:00:00,0.0,1532.7,25.6,93.0,5.6
2021-12-04 19:00:00,0.0,2249.5,25.3,93.0,6.6
2021-12-05 13:00:00,0.0,1423.7,25.4,100.0,2.9
2021-12-05 14:00:00,0.0,2630.7,26.6,93.0,4.3
2021-12-06 13:00:00,0.0,1032.8,25.3,100.0,4.2
2021-12-06 14:00:00,1.4,1156.4,24.5,100.0,5.2
2021-12-08 13:00:00,0.0,1050.3,22.3,100.0,3.1
2021-12-08 14:00:00,0.0,1647.5,23.7,100.0,5.6
2021-12-08 16:00:00,0.4,827.4,19.7,100.0,5.3
2021-12-09 12:00:00,0.0,1361.3,22.4,100.0,4.8
2021-12-09 13:00:00,0.0,1740.9,22.8,100.0,5.8
2021-12-09 14:00:00,0.0,2040.5,24.0,65.0,4.8
2021-12-09 15:00:00,0.0,2656.4,24.2,63.0,4.7
2021-12-09 16:00:00,0.0,1289.5,23.4,74.0,6.5
2021-12-09 17:00:00,0.0,1521.1,23.6,71.0,5.9
2021-12-09 19:00:00,0.0,1505.9,24.4,66.0,5.5
2021-12-10 13:00:00,0.0,3156.7,24.9,65.0,4.2
2021-12-10 14:00:00,0.0,3782.7,25.5,68.0,5.4
2021-12-10 15:00:00,0.0,3156.2,25.0,71.0,6.1
2021-12-10 16:00:00,0.0,2870.2,24.4,82.0,7.0
2021-12-10 17:00:00,0.0,3384.6,24.8,87.0,7.7
2021-12-10 18:00:00,0.0,3176.9,25.0,79.0,7.7
2021-12-10 19:00:00,0.0,2337.3,24.7,79.0,6.9
2021-12-10 20:00:00,0.0,1155.6,24.7,78.0,4.6
2021-12-11 13:00:00,0.0,3072.5,25.1,86.0,4.4
2021-12-11 14:00:00,0.0,3604.7,25.3,82.0,5.8
2021-12-11 15:00:00,0.0,3940.7,25.9,72.0,6.0
2021-12-11 16:00:00,0.0,3944.7,26.3,66.0,6.3
2021-12-11 17:00:00,0.0,3671.2,27.0,65.0,6.6
2021-12-11 18:00:00,0.0,3184.4,27.1,63.0,6.4
2021-12-11 19:00:00,0.0,2592.0,26.6,64.0,6.1
2021-12-12 19:00:00,0.0,1142.4,28.3,91.0,5.9
2021-12-13 12:00:00,0.0,1177.7,25.4,100.0,1.1
2021-12-13 13:00:00,0.0,1441.1,26.9,100.0,3.6
2021-12-14 14:00:00,0.0,1192.2,27.2,100.0,2.7
2021-12-14 16:00:00,0.0,1468.6,26.9,100.0,4.0
2021-12-15 13:00:00,0.0,2010.8,27.6,100.0,5.0
2021-12-15 14:00:00,0.0,1187.5,28.1,100.0,4.7
2021-12-17 13:00:00,0.0,1053.3,26.0,100.0,4.7
2021-12-18 12:00:00,0.0,1403.4,25.9,100.0,3.2
2021-12-18 13:00:00,0.0,2762.3,26.7,100.0,4.2
2021-12-18 14:00:00,0.0,3313.3,26.9,100.0,5.4
2021-12-18 15:00:00,0.0,3853.5,27.9,100.0,5.7
2021-12-18 16:00:00,0.0,3680.5,26.9,100.0,7.4
2021-12-18 17:00:00,0.0,3275.1,27.1,100.0,7.4
2021-12-19 18:00:00,0.6,941.2,21.6,100.0,3.3
2021-12-20 13:00:00,0.0,3004.6,26.0,77.0,4.6
2021-12-20 14:00:00,0.0,3792.9,26.8,69.0,6.0
2021-12-20 15:00:00,0.0,3598.8,26.3,71.0,5.5
2021-12-20 16:00:00,0.0,3848.5,26.7,72.0,5.9
2021-12-20 17:00:00,0.0,3922.7,27.0,67.0,5.9
2021-12-20 18:00:00,0.0,3404.7,26.9,69.0,5.7
2021-12-20 19:00:00,0.0,2571.7,27.2,65.0,6.7
2021-12-21 13:00:00,0.0,2885.7,27.4,88.0,5.8
2021-12-21 14:00:00,0.0,3037.6,27.2,85.0,5.8
2021-12-21 15:00:00,0.0,3184.3,27.9,86.0,5.3
2021-12-21 16:00:00,0.0,2938.3,27.0,92.0,5.6
2021-12-22 13:00:00,0.0,2617.0,27.6,100.0,4.9
2021-12-22 14:00:00,0.0,3365.0,28.5,100.0,4.7
2021-12-22 15:00:00,0.0,1860.8,28.2,100.0,4.9
2021-12-22 16:00:00,0.0,1659.7,27.9,100.0,4.2
2021-12-22 18:00:00,0.0,1214.2,28.1,100.0,4.3
2021-12-23 12:00:00,0.0,685.4,24.8,100.0,4.3
2021-12-23 14:00:00,1.0,710.9,22.8,100.0,8.9
2021-12-23 15:00:00,0.0,2329.5,24.4,100.0,8.0
2021-12-24 12:00:00,0.0,597.2,21.7,100.0,4.3
2021-12-24 15:00:00,0.4,1939.4,22.7,100.0,4.3
2021-12-24 16:00:00,0.0,2777.5,25.2,76.0,4.3
2021-12-24 17:00:00,0.0,3302.8,25.9,68.0,5.2
2021-12-24 18:00:00,0.0,2343.7,23.5,100.0,6.8
2021-12-25 12:00:00,0.0,1904.8,24.3,68.0,3.5
2021-12-25 13:00:00,0.0,2846.1,25.4,63.0,4.4
2021-12-25 14:00:00,0.0,3197.3,25.8,63.0,5.5
2021-12-25 15:00:00,0.0,3200.4,25.8,66.0,5.4
2021-12-25 16:00:00,0.0,3572.2,25.4,65.0,6.3
2021-12-26 13:00:00,0.0,2145.5,25.4,92.0,4.7
2021-12-26 14:00:00,0.0,2359.7,26.2,78.0,4.9
2021-12-26 15:00:00,0.0,2401.0,26.5,79.0,4.8
2021-12-26 16:00:00,0.0,2321.7,26.7,79.0,5.2
2021-12-26 17:00:00,0.0,2409.4,27.0,72.0,5.1
2021-12-26 18:00:00,0.0,1623.1,27.2,72.0,4.9
2021-12-26 19:00:00,0.0,2605.8,27.3,72.0,4.9
2021-12-27 12:00:00,0.0,1422.9,25.6,100.0,2.6
2021-12-27 16:00:00,0.0,2716.4,26.9,69.0,7.1
2021-12-27 17:00:00,0.0,3200.3,27.9,66.0,5.8
2021-12-28 13:00:00,0.0,1658.6,27.1,100.0,4.7
2021-12-28 14:00:00,0.0,2863.4,27.7,100.0,5.5
2021-12-28 15:00:00,0.0,3602.3,27.3,100.0,5.8
2021-12-29 13:00:00,0.0,2678.2,26.7,100.0,4.6
2021-12-29 14:00:00,0.0,3486.9,27.6,100.0,5.8
2021-12-29 15:00:00,0.0,3856.7,27.6,100.0,7.2
2021-12-29 16:00:00,0.0,3580.3,27.0,100.0,7.2
2021-12-29 18:00:00,0.0,1676.6,26.4,100.0,6.9
2021-12-30 12:00:00,0.0,1428.7,26.2,100.0,2.2
2021-12-30 13:00:00,0.0,1550.1,26.6,100.0,3.4
2021-12-30 14:00:00,0.0,1533.2,26.9,100.0,3.5
2021-12-30 15:00:00,0.0,2009.8,26.8,100.0,5.4
2021-12-31 14:00:00,0.0,1451.1,25.5,100.0,4.0
2021-12-31 15:00:00,0.0,1674.1,25.9,100.0,4.4
2021-12-31 16:00:00,0.0,1216.8,25.9,100.0,4.1
2022-01-01 12:00:00,0.0,2083.6,26.2,100.0,4.1
2022-01-01 13:00:00,0.0,3151.1,27.0,100.0,4.2
2022-01-01 14:00:00,0.0,1788.8,26.1,100.0,4.3
2022-01-01 15:00:00,0.0,2937.1,27.6,100.0,4.5
2022-01-02 13:00:00,0.0,2191.2,27.3,100.0,4.7
2022-01-03 12:00:00,0.0,1644.9,28.3,100.0,2.7
2022-01-03 17:00:00,0.0,1961.3,27.8,100.0,6.7
2022-01-04 12:00:00,0.0,1789.9,27.4,100.0,3.3
2022-01-04 14:00:00,0.0,1412.8,28.3,100.0,3.1
2022-01-04 15:00:00,0.0,1429.5,28.5,100.0,3.7
2022-01-04 16:00:00,0.0,1259.5,28.5,100.0,3.7
2022-01-06 14:00:00,0.0,2745.9,28.1,100.0,6.7
2022-01-06 15:00:00,0.0,2782.4,28.4,100.0,8.5
2022-01-06 16:00:00,0.0,1444.3,26.2,100.0,9.4
2022-01-09 14:00:00,0.0,1196.5,23.4,100.0,3.7
2022-01-09 15:00:00,0.2,1329.3,24.7,100.0,2.5
2022-01-10 13:00:00,0.0,2403.0,25.1,100.0,3.2
2022-01-10 14:00:00,0.0,1948.1,25.1,100.0,3.6
2022-01-10 16:00:00,0.0,1033.0,24.8,100.0,2.3
2022-01-11 14:00:00,0.0,1737.9,26.2,100.0,1.3
2022-01-11 15:00:00,0.0,2891.2,27.1,100.0,4.2
2022-01-12 13:00:00,0.0,1416.1,25.9,100.0,3.2
2022-01-12 14:00:00,0.0,1657.0,26.5,100.0,3.2
2022-01-14 16:00:00,0.0,1361.5,28.2,100.0,3.8
2022-01-15 14:00:00,0.0,1202.7,27.7,100.0,4.2
2022-01-15 16:00:00,0.0,1090.3,28.3,100.0,3.2
2022-01-22 12:00:00,0.0,1861.7,27.6,100.0,4.5
2022-01-23 12:00:00,0.0,751.3,27.0,100.0,3.5
2022-01-24 13:00:00,0.0,1792.1,28.7,100.0,4.2
2022-01-24 16:00:00,0.0,658.4,27.2,100.0,3.5
2022-01-25 13:00:00,0.0,2136.1,27.4,100.0,4.3
2022-01-25 14:00:00,0.0,1233.8,27.7,100.0,4.7
2022-01-25 17:00:00,0.0,1334.4,28.4,100.0,4.5
2022-01-25 18:00:00,0.0,1592.6,28.1,100.0,4.7
2022-01-25 19:00:00,0.0,1453.1,27.5,100.0,5.2
2022-01-26 19:00:00,0.0,1091.8,28.8,100.0,5.4
2022-01-28 14:00:00,0.0,1140.3,27.5,100.0,2.3
2022-01-28 15:00:00,0.0,1220.6,27.5,100.0,4.2
2022-01-30 16:00:00,0.0,2101.7,25.7,100.0,3.0
2022-01-30 17:00:00,0.0,2791.6,26.7,100.0,4.5
2022-01-31 18:00:00,0.0,1270.2,26.4,100.0,5.1
2022-02-01 12:00:00,0.0,1676.8,28.1,100.0,2.5
2022-02-01 13:00:00,0.0,1825.3,27.5,100.0,5.2
2022-02-02 13:00:00,0.0,2111.9,27.3,100.0,3.6
2022-02-02 14:00:00,0.0,2841.6,27.6,100.0,5.6
2022-02-02 15:00:00,0.0,2597.1,27.2,100.0,5.8
2022-02-03 12:00:00,0.0,1855.8,27.3,100.0,3.2
2022-02-03 13:00:00,0.0,2641.4,28.1,100.0,4.2
2022-02-03 14:00:00,0.0,3436.9,27.7,100.0,5.1
2022-02-03 15:00:00,0.0,2579.7,27.5,100.0,5.1
2022-02-04 13:00:00,0.0,1276.4,27.4,100.0,2.3
2022-02-04 14:00:00,0.0,1477.7,27.7,100.0,2.8
2022-02-07 20:00:00,0.0,979.7,26.1,100.0,3.1
2022-02-08 13:00:00,0.0,2732.4,27.5,84.0,3.5
2022-02-08 14:00:00,0.0,2714.9,26.1,100.0,7.4
2022-02-08 16:00:00,0.0,971.3,25.7,100.0,2.8
2022-02-08 17:00:00,0.0,1977.1,27.2,92.0,3.4
2022-02-08 18:00:00,0.0,1246.4,26.7,100.0,3.5
2022-02-09 12:00:00,0.0,1871.4,25.7,96.0,1.9
2022-02-09 13:00:00,0.0,2664.7,26.8,66.0,4.3
2022-02-09 14:00:00,0.0,3291.3,27.0,63.0,4.9
2022-02-09 15:00:00,0.0,3721.9,28.0,66.0,5.0
2022-02-09 16:00:00,0.0,3862.9,28.3,61.0,5.1
2022-02-09 18:00:00,0.0,3041.2,27.5,73.0,5.4
2022-02-10 12:00:00,0.0,1857.1,26.4,80.0,2.0
2022-02-10 13:00:00,0.0,2654.5,26.8,61.0,3.4
2022-02-10 14:00:00,0.0,3313.4,27.4,62.0,5.0
2022-02-10 15:00:00,0.0,3718.8,27.7,62.0,5.8
2022-02-10 16:00:00,0.0,3852.1,27.9,64.0,5.9
2022-02-10 17:00:00,0.0,3724.1,27.9,68.0,6.3
2022-02-10 18:00:00,0.0,3383.7,28.2,64.0,6.2
2022-02-10 19:00:00,0.0,2444.1,27.0,66.0,6.4
2022-02-11 12:00:00,0.0,1718.7,26.4,100.0,1.5
2022-02-11 13:00:00,0.0,2359.4,27.7,87.0,3.5
2022-02-11 14:00:00,0.0,3027.5,27.8,82.0,4.8
2022-02-11 15:00:00,0.0,3815.9,28.6,72.0,6.3
2022-02-11 16:00:00,0.0,2813.2,27.5,81.0,6.7
2022-02-12 12:00:00,0.0,1222.8,26.4,100.0,2.1
2022-02-12 13:00:00,0.0,1309.2,26.6,100.0,3.2
2022-02-12 14:00:00,0.0,1902.4,27.4,100.0,4.4
2022-02-12 15:00:00,0.0,3332.6,27.4,97.0,5.8
2022-02-12 16:00:00,0.0,3294.1,28.4,77.0,6.1
2022-02-12 17:00:00,0.0,3804.6,28.6,74.0,6.5
2022-02-12 18:00:00,0.0,2276.7,27.4,85.0,6.2
2022-02-13 12:00:00,0.0,1356.5,26.0,100.0,2.7
2022-02-13 13:00:00,0.0,2767.9,27.4,100.0,4.8
2022-02-13 14:00:00,0.0,2294.7,27.6,100.0,5.6
2022-02-13 17:00:00,0.0,970.5,27.0,100.0,5.0
2022-02-14 12:00:00,0.0,1829.5,27.5,100.0,3.1
2022-02-14 19:00:00,0.0,1617.3,29.0,100.0,5.0
2022-02-15 13:00:00,0.0,1880.3,28.8,77.0,4.1
2022-02-15 16:00:00,0.0,1219.2,27.7,100.0,6.0
2022-02-16 12:00:00,0.0,1734.2,26.7,100.0,3.8
2022-02-16 17:00:00,0.0,2954.7,28.1,77.0,5.9
2022-02-16 18:00:00,0.0,2978.3,28.4,73.0,6.3
2022-02-17 12:00:00,0.0,1440.5,25.8,100.0,3.0
2022-02-17 13:00:00,0.0,2132.4,27.1,95.0,4.3
2022-02-17 14:00:00,0.0,2915.6,26.9,88.0,4.6
2022-02-17 15:00:00,0.0,2009.8,27.0,90.0,5.7
2022-02-18 13:00:00,0.0,1999.4,26.8,100.0,5.1
2022-02-18 14:00:00,0.0,3271.9,27.3,100.0,5.2
2022-02-18 16:00:00,0.0,2148.5,27.5,100.0,6.8
2022-02-18 17:00:00,2.2,1611.7,26.8,100.0,5.8
2022-02-19 12:00:00,0.0,1776.2,25.5,100.0,1.2
2022-02-19 13:00:00,0.0,2015.7,26.4,100.0,3.4
2022-02-19 14:00:00,0.0,2980.9,27.5,75.0,4.3
2022-02-19 15:00:00,0.0,3750.9,28.1,72.0,5.3
2022-02-19 16:00:00,0.0,3395.3,28.1,74.0,6.3
2022-02-19 17:00:00,0.0,2697.8,27.7,75.0,5.2
2022-02-19 18:00:00,0.0,1373.0,27.0,85.0,4.9
2022-02-19 19:00:00,0.0,1469.9,27.1,78.0,5.1
2022-02-20 12:00:00,0.0,1509.3,27.1,100.0,4.3
2022-02-20 18:00:00,0.0,906.9,28.5,100.0,5.7
2022-02-21 12:00:00,0.0,1729.0,28.5,100.0,2.2
2022-02-22 12:00:00,0.0,1699.0,28.0,100.0,4.6
2022-02-22 20:00:00,0.0,920.8,28.3,100.0,3.4
2022-02-23 12:00:00,0.0,1630.3,27.2,100.0,2.1
2022-02-24 12:00:00,0.0,1584.8,26.8,100.0,0.9
2022-02-24 13:00:00,0.0,2299.2,28.6,89.0,3.8
2022-02-25 12:00:00,0.0,1735.2,28.5,100.0,2.8
2022-02-25 13:00:00,0.0,2355.2,28.7,98.0,4.5
2022-02-26 12:00:00,0.0,1728.9,28.0,100.0,2.9
2022-02-27 17:00:00,0.0,1752.7,28.5,100.0,5.2
2022-02-28 12:00:00,0.0,1664.2,27.4,100.0,5.8
2022-03-03 12:00:00,0.0,1582.1,28.1,100.0,2.6
2022-03-04 12:00:00,0.0,1658.9,27.9,100.0,4.1
2022-03-05 12:00:00,0.0,1609.3,27.4,100.0,3.7
2022-03-05 13:00:00,0.0,2442.3,28.5,100.0,4.7
2022-03-06 12:00:00,0.0,1534.6,28.1,100.0,4.4
2022-03-12 14:00:00,0.0,1478.0,27.2,100.0,5.0
2022-03-12 15:00:00,0.0,2088.4,27.8,100.0,6.4
2022-03-13 14:00:00,0.0,1362.2,27.7,100.0,3.2
2022-03-14 14:00:00,0.0,1328.2,27.5,100.0,3.7
2022-03-15 14:00:00,0.0,1156.3,27.5,100.0,2.2
2022-03-15 15:00:00,0.0,1681.2,28.2,100.0,5.5
2022-03-15 19:00:00,0.0,913.3,28.6,100.0,5.6
2022-03-16 12:00:00,0.0,1392.5,27.5,100.0,2.4
2022-03-16 13:00:00,0.0,2097.9,28.2,100.0,3.6
2022-03-16 17:00:00,0.0,694.8,27.7,80.0,4.4
2022-03-16 18:00:00,16.6,61.5,25.1,95.0,5.5
2022-03-16 19:00:00,0.4,71.7,25.1,95.0,4.3
2022-03-16 20:00:00,3.8,20.1,25.0,95.0,4.6
2022-03-16 21:00:00,0.6,7.9,24.7,93.0,3.5
2022-03-16 22:00:00,0.0,0.4,24.7,94.0,3.8
2022-03-17 01:00:00,0.0,0.2,24.1,92.0,5.0
2022-03-17 02:00:00,0.0,0.3,24.1,89.0,5.0
2022-03-17 04:00:00,0.0,0.0,24.4,88.0,5.6
2022-03-17 10:00:00,0.0,99.4,23.6,91.0,2.0
2022-03-17 11:00:00,0.0,808.6,25.0,85.0,3.0
2022-03-17 12:00:00,0.0,1847.6,27.1,78.0,3.0
2022-03-17 13:00:00,0.0,1762.5,27.5,77.0,4.2
2022-03-17 14:00:00,0.0,2064.2,27.8,79.0,4.5
2022-03-17 15:00:00,0.0,3055.0,29.0,75.0,4.6
2022-03-17 16:00:00,0.0,2606.8,28.0,79.0,5.0
2022-03-17 17:00:00,0.0,1766.7,28.5,76.0,5.0
2022-03-17 18:00:00,0.0,1433.6,28.0,80.0,5.3
2022-03-17 19:00:00,0.0,484.9,27.2,82.0,5.3
2022-03-17 20:00:00,0.0,169.9,27.1,83.0,4.1
2022-03-17 21:00:00,0.0,59.9,26.8,86.0,2.5
2022-03-17 22:00:00,0.0,0.1,26.3,91.0,2.0
2022-03-18 10:00:00,0.0,81.5,25.5,94.0,2.5
2022-03-18 11:00:00,0.0,347.0,26.4,89.0,2.0
2022-03-18 12:00:00,0.0,936.2,28.3,85.0,2.0
2022-03-18 13:00:00,0.0,2510.2,29.5,80.0,4.3
2022-03-18 14:00:00,0.0,3037.2,31.5,74.0,4.5
2022-03-18 15:00:00,0.0,2631.2,31.2,75.0,5.0
2022-03-18 16:00:00,0.4,3338.4,33.2,54.0,5.3
2022-03-18 17:00:00,0.0,2482.6,31.7,71.0,5.3
2022-03-18 18:00:00,0.0,2111.9,30.3,80.0,4.4
2022-03-18 19:00:00,0.0,1866.3,31.4,67.0,4.0
2022-03-18 20:00:00,0.0,164.5,29.5,82.0,4.5
2022-03-18 21:00:00,0.0,93.8,29.1,84.0,3.1
2022-03-18 22:00:00,0.0,19.8,28.6,86.0,3.8
2022-03-19 10:00:00,0.0,85.3,25.4,88.0,2.0
2022-03-19 11:00:00,0.0,873.3,27.8,79.0,2.8
2022-03-19 12:00:00,0.0,1522.7,29.0,78.0,5.8
2022-03-19 13:00:00,0.0,1608.8,30.3,76.0,5.8
2022-03-19 14:00:00,0.0,2597.2,31.0,69.0,6.0
2022-03-19 15:00:00,0.0,2027.2,30.1,74.0,6.7
2022-03-19 16:00:00,0.0,1195.4,29.8,75.0,6.7
2022-03-19 17:00:00,0.0,371.6,27.9,84.0,5.9
2022-03-19 18:00:00,0.6,301.1,25.8,94.0,7.4
2022-03-19 19:00:00,3.8,433.5,25.8,92.0,6.0
2022-03-19 20:00:00,0.0,311.2,25.8,90.0,4.7
2022-03-19 21:00:00,0.0,71.5,25.7,91.0,4.5
2022-03-19 22:00:00,0.2,0.0,25.0,92.0,4.5
2022-03-20 10:00:00,8.0,8.5,20.8,90.0,5.3
2022-03-20 11:00:00,1.4,162.4,21.6,93.0,5.2
2022-03-20 12:00:00,0.4,207.9,21.9,94.0,1.8
2022-03-20 13:00:00,0.2,487.4,22.8,91.0,2.9
2022-03-20 14:00:00,1.6,805.2,23.8,90.0,2.4
2022-03-20 15:00:00,0.2,515.5,21.7,92.0,4.9
2022-03-20 16:00:00,0.4,1066.1,23.8,85.0,3.8
2022-03-20 17:00:00,0.4,377.5,23.1,93.0,4.4
2022-03-20 18:00:00,5.0,250.9,20.9,89.0,6.5
2022-03-20 19:00:00,2.8,222.8,21.3,89.0,5.6
2022-03-20 20:00:00,0.0,173.2,21.7,90.0,4.0
2022-03-20 21:00:00,0.8,59.4,21.5,94.0,3.5
2022-03-20 22:00:00,1.0,4.4,21.5,94.0,2.5
2022-03-21 04:00:00,0.0,0.6,21.6,87.0,4.3
2022-03-21 10:00:00,0.0,56.9,21.1,93.0,2.0
2022-03-21 11:00:00,0.0,397.8,22.7,88.0,1.7
2022-03-21 12:00:00,0.0,732.3,23.8,79.0,2.0
2022-03-21 13:00:00,0.6,721.8,22.3,84.0,6.8
2022-03-21 14:00:00,0.0,1912.1,24.1,71.0,11.1
2022-03-21 15:00:00,0.6,710.9,22.1,86.0,11.1
2022-03-21 16:00:00,0.0,1330.1,23.8,75.0,6.9
2022-03-21 17:00:00,0.0,1234.1,25.0,63.0,4.4
2022-03-21 18:00:00,0.0,2030.9,26.3,62.0,4.2
2022-03-21 19:00:00,0.4,756.1,23.3,82.0,8.2
2022-03-21 20:00:00,2.2,163.6,21.2,90.0,8.1
2022-03-21 21:00:00,0.0,141.8,21.8,86.0,5.8
2022-03-21 22:00:00,0.0,4.1,21.8,85.0,3.2
2022-03-22 10:00:00,0.0,68.2,19.3,92.0,2.7
2022-03-22 11:00:00,0.0,828.3,22.3,81.0,1.5
2022-03-22 12:00:00,0.0,1723.0,24.7,65.0,2.6
2022-03-22 13:00:00,0.0,2465.9,25.9,59.0,4.6
2022-03-22 14:00:00,0.0,2696.5,26.3,59.0,5.1
2022-03-22 15:00:00,0.2,3418.4,27.0,58.0,5.8
2022-03-22 16:00:00,0.0,3327.1,27.4,57.0,5.8
2022-03-22 17:00:00,0.0,1832.8,26.3,61.0,5.9
2022-03-22 18:00:00,0.0,1505.7,27.1,55.0,5.3
2022-03-22 19:00:00,0.0,795.6,26.4,59.0,8.7
2022-03-22 20:00:00,0.0,545.2,26.2,62.0,9.9
2022-03-22 21:00:00,0.0,142.9,25.6,67.0,7.7
2022-03-22 22:00:00,0.0,4.9,25.4,67.0,8.0
2022-03-23 10:00:00,0.0,126.4,21.3,92.0,3.4
2022-03-23 11:00:00,0.0,887.0,23.5,82.0,2.9
2022-03-23 12:00:00,0.0,1683.8,26.7,62.0,4.7
2022-03-23 13:00:00,0.0,2396.0,26.7,64.0,5.0
2022-03-23 14:00:00,0.0,2572.5,27.0,66.0,5.1
2022-03-23 15:00:00,0.0,3154.9,27.5,64.0,5.5
2022-03-23 16:00:00,0.0,3281.8,27.9,61.0,5.5
2022-03-23 17:00:00,0.0,3221.7,28.5,62.0,5.5
2022-03-23 18:00:00,0.0,2620.6,28.4,65.0,5.5
2022-03-23 19:00:00,0.0,2059.6,28.8,62.0,5.7
2022-03-23 20:00:00,0.0,1117.1,28.3,65.0,6.1
2022-03-23 21:00:00,0.0,338.2,27.3,71.0,5.6
2022-03-23 22:00:00,0.0,5.9,24.5,87.0,3.9
2022-03-24 10:00:00,0.0,122.3,22.1,93.0,3.1
2022-03-24 11:00:00,0.0,894.3,24.8,84.0,3.9
